Call_ID,new_id,Customer_Id,Agent,Date_Of_Call,Time_Of_Call,Resolved,Answered,Topic,Speed_of_answer_in_seconds,Duration,Satisfaction_rating,end_call
3918,347015,3470-OBUET,Diane,3/10/2021,12:04:19 PM,1,1,Admin Support,42,3:55,3,12:08:14 PM
3919,277014,2770-NSVDG,Jim,3/10/2021,12:48:58 PM,0,0,Payment related,,,,12:48:58 PM
3920,937513,9375-MHRRS,Becky,3/10/2021,12:48:58 PM,1,1,Streaming,43,0:36,3,12:49:34 PM
3921,486025,4860-YZGZM,Becky,3/10/2021,1:29:17 PM,1,1,Streaming,74,2:40,4,1:31:57 PM
3922,65997,6599-GZWCM,Joe,3/10/2021,1:29:17 PM,1,1,Admin Support,90,4:57,3,1:34:14 PM
3923,553314,5533-NHFRF,Greg,3/10/2021,1:32:10 PM,0,0,Contract related,,,,1:32:10 PM
3924,703713,7037-MTYVW,Jim,3/10/2021,1:32:10 PM,1,1,Admin Support,84,6:22,5,1:38:32 PM
3925,476020,4760-THGOT,Joe,3/10/2021,1:42:14 PM,1,1,Payment related,51,6:45,3,1:48:59 PM
3926,40162,4016-BJKTZ,Diane,3/10/2021,1:42:14 PM,0,0,Contract related,,,,1:42:14 PM
3927,658422,6584-VQMYT,Diane,3/10/2021,1:45:07 PM,0,1,Streaming,90,4:23,3,1:49:30 PM
3928,98382,9838-BFCQT,Joe,3/10/2021,1:45:07 PM,1,1,Admin Support,82,0:49,3,1:45:56 PM
3929,279024,2790-XUYMV,Greg,3/10/2021,1:48:00 PM,1,1,Admin Support,77,4:06,3,1:52:06 PM
3930,58113,0581-MDMPW,Martha,3/10/2021,1:48:00 PM,0,0,Technical Support,,,,1:48:00 PM
3931,10232,1023-BQXZE,Greg,3/10/2021,1:56:38 PM,1,1,Contract related,116,0:31,3,1:57:09 PM
3932,91637,9163-GHAYE,Stewart,3/10/2021,1:56:38 PM,1,1,Payment related,120,1:24,3,1:58:02 PM
3933,390421,3904-UKFRE,Dan,3/10/2021,2:00:58 PM,1,1,Payment related,13,4:26,1,2:05:24 PM
3934,535323,5353-WILCI,Dan,3/10/2021,2:00:58 PM,1,1,Streaming,26,3:01,3,2:03:59 PM
3935,585,0058-EVZWM,Stewart,3/10/2021,3:17:17 PM,1,1,Contract related,93,2:18,3,3:19:35 PM
3936,700916,7009-PCARS,Dan,3/10/2021,3:17:17 PM,1,1,Contract related,20,0:33,3,3:17:50 PM
3937,5194,0519-DRGTI,Stewart,3/10/2021,3:24:29 PM,0,0,Contract related,,,,3:24:29 PM
3938,10176,1017-FBQMM,Joe,3/10/2021,3:24:29 PM,1,1,Streaming,113,1:18,1,3:25:47 PM
3939,198513,1985-MBRYP,Stewart,3/10/2021,4:00:29 PM,0,0,Streaming,,,,4:00:29 PM
3940,937220,9372-TXXPS,Joe,3/10/2021,4:00:29 PM,1,1,Payment related,113,6:15,2,4:06:44 PM
3941,325917,3259-QMXUN,Greg,3/10/2021,4:30:43 PM,1,1,Streaming,44,3:17,5,4:34:00 PM
3942,101510,1015-JPFYW,Becky,3/10/2021,4:30:43 PM,1,1,Payment related,103,1:23,3,4:32:06 PM
3943,664513,6645-MXQJT,Greg,3/10/2021,4:46:34 PM,1,1,Streaming,92,6:23,2,4:52:57 PM
3944,436017,4360-QRAVE,Dan,3/10/2021,4:46:34 PM,0,1,Streaming,92,4:20,3,4:50:54 PM
3945,843323,8433-WPJTV,Dan,3/10/2021,5:05:17 PM,1,1,Streaming,33,5:14,5,5:10:31 PM
3946,580410,5804-JMYIO,Dan,3/10/2021,5:05:17 PM,1,1,Contract related,24,4:40,5,5:09:57 PM
3947,648412,6484-LATFU,Greg,3/10/2021,5:35:31 PM,1,1,Streaming,84,2:03,3,5:37:34 PM
3948,759914,7599-NTMDP,Jim,3/10/2021,5:35:31 PM,1,1,Technical Support,99,2:47,3,5:38:18 PM
3949,5361,0536-ACXIP,Stewart,3/11/2021,9:10:05 AM,0,0,Technical Support,,,,9:10:05 AM
3950,93614,0936-NQLJU,Diane,3/11/2021,9:10:05 AM,1,1,Technical Support,58,2:16,5,9:12:21 AM
3951,157511,1575-KRZZE,Joe,3/11/2021,9:38:53 AM,0,0,Streaming,,,,9:38:53 AM
3952,325125,3251-YMVWZ,Greg,3/11/2021,9:38:53 AM,1,1,Admin Support,27,1:28,1,9:40:21 AM
3953,488412,4884-LEVMQ,Greg,3/11/2021,9:40:19 AM,1,1,Payment related,48,0:44,3,9:41:03 AM
3954,88573,8857-CUPFQ,Jim,3/11/2021,9:40:19 AM,1,1,Contract related,86,6:37,5,9:46:56 AM
3955,761020,7610-TVOPG,Dan,3/11/2021,9:57:36 AM,0,0,Streaming,,,,9:57:36 AM
3956,36384,3638-DIMPH,Greg,3/11/2021,9:57:36 AM,1,1,Technical Support,82,5:17,3,10:02:53 AM
3957,184526,1845-ZLLIG,Jim,3/11/2021,10:01:55 AM,1,1,Technical Support,54,4:12,4,10:06:07 AM
3958,855923,8559-WNQZS,Dan,3/11/2021,10:01:55 AM,1,1,Technical Support,87,6:21,4,10:08:16 AM
3959,169921,1699-UOTXU,Diane,3/11/2021,10:09:07 AM,1,1,Admin Support,114,6:15,5,10:15:22 AM
3960,63523,0635-WKOLD,Jim,3/11/2021,10:09:07 AM,0,0,Admin Support,,,,10:09:07 AM
3961,599310,5993-JSUWV,Jim,3/11/2021,10:24:58 AM,1,1,Admin Support,104,0:48,5,10:25:46 AM
3962,45186,4518-FZBSX,Stewart,3/11/2021,10:24:58 AM,1,1,Streaming,81,2:50,5,10:27:48 AM
3963,53871,5387-ASZNZ,Greg,3/11/2021,10:30:43 AM,1,1,Payment related,120,3:57,4,10:34:40 AM
3964,69883,6988-CJEYV,Greg,3/11/2021,10:30:43 AM,0,0,Payment related,,,,10:30:43 AM
3965,30976,3097-FQTVJ,Becky,3/11/2021,10:49:26 AM,1,1,Contract related,72,5:11,3,10:54:37 AM
3966,54652,5465-BUBFA,Stewart,3/11/2021,10:49:26 AM,1,1,Admin Support,57,2:58,3,10:52:24 AM
3967,72997,7299-GNVPL,Greg,3/11/2021,10:50:53 AM,1,1,Admin Support,74,0:48,5,10:51:41 AM
3968,97434,9743-DQKQW,Joe,3/11/2021,10:50:53 AM,1,1,Streaming,53,5:42,3,10:56:35 AM
3969,121522,1215-VFYVK,Greg,3/11/2021,11:00:58 AM,1,1,Payment related,79,2:17,3,11:03:15 AM
3970,93712,9371-BITHB,Martha,3/11/2021,11:00:58 AM,1,1,Streaming,100,6:00,3,11:06:58 AM
3971,90936,9093-FPDLG,Dan,3/11/2021,11:26:53 AM,1,1,Streaming,116,4:31,3,11:31:24 AM
3972,5416,0541-FITGH,Diane,3/11/2021,11:26:53 AM,0,0,Technical Support,,,,11:26:53 AM
3973,69858,6985-HAYWX,Martha,3/11/2021,11:38:24 AM,1,1,Streaming,14,1:44,5,11:40:08 AM
3974,750811,7508-KBIMB,Joe,3/11/2021,11:38:24 AM,1,1,Streaming,92,1:41,5,11:40:05 AM
3975,68388,6838-HVLXG,Jim,3/11/2021,12:02:53 PM,1,1,Admin Support,92,2:30,1,12:05:23 PM
3976,22774,2277-DJJDL,Joe,3/11/2021,12:02:53 PM,1,1,Contract related,78,6:24,4,12:09:17 PM
3977,189715,1897-OKVMW,Martha,3/11/2021,12:20:10 PM,1,1,Technical Support,36,0:42,3,12:20:52 PM
3978,54859,5485-ITNPC,Jim,3/11/2021,12:20:10 PM,0,0,Streaming,,,,12:20:10 PM
3979,2336,0233-FTHAV,Greg,3/11/2021,12:20:10 PM,1,1,Payment related,20,4:32,2,12:24:42 PM
3980,464416,4644-PIZRT,Dan,3/11/2021,12:20:10 PM,0,1,Technical Support,29,5:03,5,12:25:13 PM
3981,892214,8922-NPKBJ,Stewart,3/11/2021,12:31:41 PM,1,1,Payment related,119,6:51,3,12:38:32 PM
3982,274020,2740-TVLFN,Martha,3/11/2021,12:31:41 PM,1,1,Payment related,67,5:10,5,12:36:51 PM
3983,77713,7771-CFQRQ,Jim,3/11/2021,12:38:53 PM,0,0,Streaming,,,,12:38:53 PM
3984,951216,9512-PHSMG,Martha,3/11/2021,12:38:53 PM,1,1,Streaming,102,1:14,1,12:40:07 PM
3985,69635,6963-EZQEE,Martha,3/11/2021,12:56:10 PM,1,1,Streaming,72,5:24,4,1:01:34 PM
3986,245211,2452-KDRRH,Diane,3/11/2021,12:56:10 PM,1,1,Admin Support,107,1:58,5,12:58:08 PM
3987,414619,4146-SVFUD,Greg,3/11/2021,12:57:36 PM,0,0,Streaming,,,,12:57:36 PM
3988,15648,1564-HJUVY,Becky,3/11/2021,12:57:36 PM,0,0,Admin Support,,,,12:57:36 PM
3989,361724,3617-XLSGQ,Joe,3/11/2021,1:32:10 PM,0,1,Payment related,106,1:31,4,1:33:41 PM
3990,751712,7517-LDMPS,Joe,3/11/2021,1:32:10 PM,1,1,Admin Support,68,4:16,2,1:36:26 PM
3991,724411,7244-KXYZN,Dan,3/11/2021,1:40:48 PM,1,1,Technical Support,44,6:38,3,1:47:26 PM
3992,522614,5226-NOZFC,Becky,3/11/2021,1:40:48 PM,1,1,Admin Support,96,3:34,1,1:44:22 PM
3993,140023,1400-WIVLL,Diane,3/11/2021,1:50:53 PM,0,0,Payment related,,,,1:50:53 PM
3994,814814,8148-NLEGT,Stewart,3/11/2021,1:50:53 PM,1,1,Technical Support,53,0:34,4,1:51:27 PM
3995,83477,8347-GDTMP,Dan,3/11/2021,1:56:38 PM,1,1,Streaming,100,1:05,1,1:57:43 PM
3996,674623,6746-WAUWT,Becky,3/11/2021,1:56:38 PM,1,1,Streaming,75,1:55,2,1:58:33 PM
3997,4289,0428-IKYCP,Jim,3/11/2021,1:59:31 PM,1,1,Payment related,109,4:19,3,2:03:50 PM
3998,218716,2187-PKZAY,Joe,3/11/2021,1:59:31 PM,1,1,Payment related,95,2:14,4,2:01:45 PM
3999,400315,4003-OCTMP,Stewart,3/11/2021,2:22:34 PM,1,1,Contract related,69,0:59,4,2:23:33 PM
4000,665225,6652-YFFJO,Becky,3/11/2021,2:22:34 PM,1,1,Streaming,113,2:55,5,2:25:29 PM
4001,72259,7225-IILWY,Joe,3/11/2021,2:26:53 PM,1,1,Admin Support,108,1:32,2,2:28:25 PM
4002,524818,5248-RPYWW,Joe,3/11/2021,2:26:53 PM,1,1,Streaming,46,5:20,2,2:32:13 PM
4003,79239,7923-IYJWY,Joe,3/11/2021,2:28:19 PM,1,1,Payment related,71,1:48,1,2:30:07 PM
4004,31707,3170-GWYKC,Diane,3/11/2021,2:28:19 PM,1,1,Admin Support,124,2:52,2,2:31:11 PM
4005,98305,9830-ECLEN,Martha,3/11/2021,3:21:36 PM,1,1,Technical Support,79,1:01,4,3:22:37 PM
4006,266820,2668-TZSPS,Diane,3/11/2021,3:21:36 PM,0,1,Payment related,111,2:34,5,3:24:10 PM
4007,744619,7446-SFAOA,Dan,3/11/2021,3:24:29 PM,1,1,Payment related,27,0:43,4,3:25:12 PM
4008,952226,9522-ZSINC,Becky,3/11/2021,3:24:29 PM,1,1,Streaming,69,3:42,4,3:28:11 PM
4009,82347,8234-GSZYK,Joe,3/11/2021,3:34:34 PM,1,1,Payment related,121,5:16,1,3:39:50 PM
4010,650515,6505-OZNPG,Stewart,3/11/2021,3:34:34 PM,1,1,Streaming,16,6:15,3,3:40:49 PM
4011,61648,6164-HAQTX,Stewart,3/11/2021,3:59:02 PM,0,0,Contract related,,,,3:59:02 PM
4012,776512,7765-LWVVH,Jim,3/11/2021,3:59:02 PM,0,1,Streaming,35,6:08,5,4:05:10 PM
4013,165820,1658-TJVOA,Becky,3/11/2021,4:10:34 PM,1,1,Streaming,85,3:44,3,4:14:18 PM
4014,95312,0953-LGOVU,Dan,3/11/2021,4:10:34 PM,1,1,Admin Support,73,2:57,2,4:13:31 PM
4015,469214,4692-NNQRU,Martha,3/11/2021,4:13:26 PM,1,1,Payment related,101,4:57,3,4:18:23 PM
4016,774213,7742-MYPGI,Jim,3/11/2021,4:13:26 PM,1,1,Admin Support,89,4:28,2,4:17:54 PM
4017,96197,9619-GSATL,Diane,3/11/2021,5:34:05 PM,1,1,Technical Support,70,5:01,5,5:39:06 PM
4018,562221,5622-UEJFI,Diane,3/11/2021,5:34:05 PM,1,1,Contract related,52,5:32,3,5:39:37 PM
4019,6744,0674-DGMAQ,Jim,3/11/2021,5:39:50 PM,0,0,Contract related,,,,5:39:50 PM
4020,62038,6203-HBZPA,Dan,3/11/2021,5:39:50 PM,1,1,Streaming,91,0:57,1,5:40:47 PM
4021,4846,0484-FFVBJ,Joe,3/11/2021,5:39:50 PM,0,0,Payment related,,,,5:39:50 PM
4022,3016,0301-FIDRB,Diane,3/11/2021,5:39:50 PM,1,1,Technical Support,18,5:44,5,5:45:34 PM
4023,413910,4139-JPIAM,Martha,3/12/2021,9:11:31 AM,0,1,Contract related,32,4:36,1,9:16:07 AM
4024,218120,2181-TIDSV,Greg,3/12/2021,9:11:31 AM,1,1,Payment related,71,5:00,3,9:16:31 AM
4025,276124,2761-XECQW,Stewart,3/12/2021,9:36:00 AM,1,1,Technical Support,54,2:35,4,9:38:35 AM
4026,19363,1936-CZAKF,Dan,3/12/2021,9:36:00 AM,1,1,Contract related,121,4:24,4,9:40:24 AM
4027,945316,9453-PATOS,Dan,3/12/2021,9:57:36 AM,1,1,Technical Support,59,1:07,3,9:58:43 AM
4028,44026,4402-FTBXC,Jim,3/12/2021,9:57:36 AM,1,1,Contract related,59,1:03,2,9:58:39 AM
4029,293124,2931-XIQBR,Jim,3/12/2021,10:01:55 AM,1,1,Payment related,108,3:20,5,10:05:15 AM
4030,10621,0106-UGRDO,Stewart,3/12/2021,10:01:55 AM,1,1,Technical Support,35,2:11,4,10:04:06 AM
4031,554220,5542-TBBWB,Stewart,3/12/2021,10:03:22 AM,1,1,Payment related,22,5:31,5,10:08:53 AM
4032,193017,1930-QPBVZ,Diane,3/12/2021,10:03:22 AM,1,1,Technical Support,37,4:29,5,10:07:51 AM
4033,260616,2606-PKWJB,Martha,3/12/2021,10:09:07 AM,1,1,Payment related,14,6:52,3,10:15:59 AM
4034,532226,5322-ZSMZY,Greg,3/12/2021,10:09:07 AM,0,0,Payment related,,,,10:09:07 AM
4035,805921,8059-UDZFY,Martha,3/12/2021,10:12:00 AM,1,1,Payment related,73,1:01,3,10:13:01 AM
4036,77402,7740-BTPUX,Joe,3/12/2021,10:12:00 AM,0,0,Streaming,,,,10:12:00 AM
4037,52201,5220-AGAAX,Diane,3/12/2021,10:22:05 AM,0,0,Admin Support,,,,10:22:05 AM
4038,2082,0208-BPQEJ,Jim,3/12/2021,10:22:05 AM,1,1,Technical Support,63,2:55,1,10:25:00 AM
4039,943510,9435-JMLSX,Jim,3/12/2021,10:42:14 AM,1,1,Technical Support,64,5:50,4,10:48:04 AM
4040,33521,3352-ALMCK,Joe,3/12/2021,10:42:14 AM,1,1,Technical Support,17,5:40,3,10:47:54 AM
4041,53129,5312-IRCFR,Diane,3/12/2021,11:12:29 AM,1,1,Contract related,42,2:39,4,11:15:08 AM
4042,52949,5294-IMHHT,Diane,3/12/2021,11:12:29 AM,1,1,Technical Support,121,4:07,1,11:16:36 AM
4043,617625,6176-YJWAS,Diane,3/12/2021,11:13:55 AM,1,1,Payment related,56,3:29,4,11:17:24 AM
4044,531014,5310-NOOVA,Joe,3/12/2021,11:13:55 AM,1,1,Technical Support,123,5:15,4,11:19:10 AM
4045,45265,4526-EXKKN,Diane,3/12/2021,11:16:48 AM,1,1,Admin Support,27,0:49,5,11:17:37 AM
4046,53119,5311-IHLEI,Dan,3/12/2021,11:16:48 AM,1,1,Technical Support,46,3:49,4,11:20:37 AM
4047,398711,3987-KQDDU,Diane,3/12/2021,12:01:26 PM,1,1,Technical Support,117,2:07,2,12:03:33 PM
4048,340410,3404-JNXAX,Becky,3/12/2021,12:01:26 PM,0,0,Payment related,,,,12:01:26 PM
4049,513116,5131-PONJI,Greg,3/12/2021,12:57:36 PM,1,1,Contract related,64,5:21,3,1:02:57 PM
4050,348922,3489-VSFRD,Jim,3/12/2021,12:57:36 PM,1,1,Contract related,20,2:48,4,1:00:24 PM
4051,334510,3345-JHUEO,Stewart,3/12/2021,1:29:17 PM,1,1,Contract related,21,6:34,5,1:35:51 PM
4052,58158,5815-HGGHV,Greg,3/12/2021,1:29:17 PM,0,0,Technical Support,,,,1:29:17 PM
4053,526021,5260-UMPWX,Dan,3/12/2021,2:00:58 PM,0,1,Streaming,118,2:37,3,2:03:35 PM
4054,564918,5649-RXQTV,Stewart,3/12/2021,2:00:58 PM,1,1,Admin Support,105,5:28,2,2:06:26 PM
4055,267413,2674-MIAHT,Joe,3/12/2021,2:18:14 PM,1,1,Technical Support,117,0:46,4,2:19:00 PM
4056,25768,2576-HXMPA,Martha,3/12/2021,2:18:14 PM,0,1,Payment related,16,3:33,4,2:21:47 PM
4057,75871,7587-AOVVU,Joe,3/12/2021,2:31:12 PM,1,1,Admin Support,110,2:01,5,2:33:13 PM
4058,689813,6898-MDLZW,Diane,3/12/2021,2:31:12 PM,0,0,Admin Support,,,,2:31:12 PM
4059,470725,4707-YNOQA,Stewart,3/12/2021,2:32:38 PM,1,1,Admin Support,57,2:05,5,2:34:43 PM
4060,935721,9357-UJRUN,Joe,3/12/2021,2:32:38 PM,1,1,Technical Support,105,6:50,3,2:39:28 PM
4061,864816,8648-PFRMP,Greg,3/12/2021,2:57:07 PM,1,1,Admin Support,95,6:12,5,3:03:19 PM
4062,76633,7663-CUXZB,Jim,3/12/2021,2:57:07 PM,1,1,Technical Support,19,5:47,2,3:02:54 PM
4063,25814,0258-NOKBL,Becky,3/12/2021,4:06:14 PM,1,1,Technical Support,25,5:10,3,4:11:24 PM
4064,116322,1163-VIPRI,Becky,3/12/2021,4:06:14 PM,0,1,Streaming,65,2:07,2,4:08:21 PM
4065,934818,9348-ROUAI,Jim,3/12/2021,4:23:31 PM,1,1,Technical Support,27,2:48,1,4:26:19 PM
4066,944310,9443-JUBUO,Jim,3/12/2021,4:23:31 PM,1,1,Contract related,107,2:23,1,4:25:54 PM
4067,304320,3043-TYBNO,Becky,3/12/2021,5:00:58 PM,1,1,Admin Support,90,3:39,3,5:04:37 PM
4068,48306,4830-FAXFM,Becky,3/12/2021,5:00:58 PM,1,1,Payment related,45,1:31,3,5:02:29 PM
4069,59062,5906-BFOZT,Dan,3/12/2021,5:11:02 PM,1,1,Payment related,39,5:43,4,5:16:45 PM
4070,296014,2960-NKRSO,Joe,3/12/2021,5:11:02 PM,1,1,Streaming,63,4:43,5,5:15:45 PM
4071,899626,8996-ZROXE,Greg,3/12/2021,5:52:48 PM,0,1,Admin Support,95,0:38,1,5:53:26 PM
4072,55989,5598-IKHQQ,Joe,3/12/2021,5:52:48 PM,1,1,Admin Support,39,5:24,4,5:58:12 PM
4073,39726,0397-ZXWQF,Diane,3/13/2021,9:02:53 AM,0,0,Admin Support,,,,9:02:53 AM
4074,526616,5266-PFRQK,Martha,3/13/2021,9:02:53 AM,0,0,Admin Support,,,,9:02:53 AM
4075,46748,4674-HGNUA,Martha,3/13/2021,9:02:53 AM,1,1,Admin Support,125,1:00,3,9:03:53 AM
4076,676513,6765-MBQNU,Martha,3/13/2021,9:02:53 AM,1,1,Technical Support,73,1:30,4,9:04:23 AM
4077,97869,9786-IJYDL,Greg,3/13/2021,9:38:53 AM,1,1,Admin Support,116,0:56,4,9:39:49 AM
4078,130319,1303-SRDOK,Joe,3/13/2021,9:38:53 AM,1,1,Technical Support,115,2:21,2,9:41:14 AM
4079,376913,3769-MHZNV,Joe,3/13/2021,10:49:26 AM,0,0,Admin Support,,,,10:49:26 AM
4080,629515,6295-OSINB,Stewart,3/13/2021,10:49:26 AM,1,1,Payment related,56,6:07,2,10:55:33 AM
4081,330813,3308-MHOOC,Dan,3/13/2021,11:15:22 AM,1,1,Technical Support,123,2:39,2,11:18:01 AM
4082,220717,2207-QPJED,Becky,3/13/2021,11:15:22 AM,1,1,Admin Support,36,0:50,1,11:16:12 AM
4083,417710,4177-JPDFU,Greg,3/13/2021,11:28:19 AM,1,1,Technical Support,84,1:33,5,11:29:52 AM
4084,22393,2239-CFOUJ,Martha,3/13/2021,11:28:19 AM,1,1,Streaming,74,3:01,3,11:31:20 AM
4085,80464,8046-DNVTL,Jim,3/13/2021,11:38:24 AM,1,1,Streaming,20,4:16,5,11:42:40 AM
4086,220924,2209-XADXF,Martha,3/13/2021,11:38:24 AM,0,0,Streaming,,,,11:38:24 AM
4087,662010,6620-JDYNW,Diane,3/13/2021,11:42:43 AM,1,1,Payment related,13,4:33,3,11:47:16 AM
4088,477021,4770-UEZOX,Greg,3/13/2021,11:42:43 AM,0,1,Contract related,28,0:59,3,11:43:42 AM
4089,103818,1038-RQOST,Dan,3/13/2021,1:42:14 PM,1,1,Contract related,13,1:55,4,1:44:09 PM
4090,456820,4568-TTZRT,Martha,3/13/2021,1:42:14 PM,1,1,Streaming,100,1:13,3,1:43:27 PM
4091,95134,9513-DXHDA,Jim,3/13/2021,2:13:55 PM,1,1,Contract related,119,2:55,3,2:16:50 PM
4092,51617,0516-QREYC,Stewart,3/13/2021,2:13:55 PM,0,0,Technical Support,,,,2:13:55 PM
4093,808415,8084-OIVBS,Martha,3/13/2021,2:18:14 PM,1,1,Technical Support,125,5:43,5,2:23:57 PM
4094,88962,8896-BQTTI,Joe,3/13/2021,2:18:14 PM,0,0,Streaming,,,,2:18:14 PM
4095,386517,3865-QBWSJ,Jim,3/13/2021,2:38:24 PM,0,1,Technical Support,88,1:47,4,2:40:11 PM
4096,335218,3352-RICWQ,Becky,3/13/2021,2:38:24 PM,1,1,Technical Support,71,0:34,4,2:38:58 PM
4097,21607,2160-GPFXD,Dan,3/13/2021,2:41:17 PM,1,1,Contract related,99,0:34,4,2:41:51 PM
4098,206513,2065-MMKGR,Dan,3/13/2021,2:41:17 PM,1,1,Admin Support,94,5:52,1,2:47:09 PM
4099,585720,5857-TYBCJ,Becky,3/13/2021,3:00:00 PM,1,1,Admin Support,115,5:12,1,3:05:12 PM
4100,149814,1498-NHTLT,Becky,3/13/2021,3:00:00 PM,1,1,Contract related,36,5:11,5,3:05:11 PM
4101,140216,1402-PTHGN,Stewart,3/13/2021,3:02:53 PM,1,1,Payment related,72,3:52,3,3:06:45 PM
4102,417618,4176-RELJR,Becky,3/13/2021,3:02:53 PM,1,1,Contract related,51,1:03,3,3:03:56 PM
4103,51996,5199-FPUSP,Diane,3/13/2021,3:36:00 PM,1,1,Admin Support,11,4:33,2,3:40:33 PM
4104,637711,6377-KSLXC,Stewart,3/13/2021,3:36:00 PM,0,1,Admin Support,101,5:46,5,3:41:46 PM
4105,179610,1796-JANOW,Stewart,3/13/2021,3:38:53 PM,1,1,Admin Support,119,5:37,3,3:44:30 PM
4106,23823,0238-WHBIQ,Diane,3/13/2021,3:38:53 PM,1,1,Technical Support,64,2:37,3,3:41:30 PM
4107,873514,8735-NBLWT,Martha,3/13/2021,3:44:38 PM,1,1,Technical Support,12,4:10,3,3:48:48 PM
4108,665118,6651-RLGGM,Greg,3/13/2021,3:44:38 PM,1,1,Streaming,118,5:11,3,3:49:49 PM
4109,161410,1614-JBEBI,Greg,3/13/2021,3:59:02 PM,1,1,Payment related,107,2:31,2,4:01:33 PM
4110,56965,5696-EXCYS,Martha,3/13/2021,3:59:02 PM,1,1,Payment related,122,5:03,3,4:04:05 PM
4111,579511,5795-KTGUD,Becky,3/13/2021,4:17:46 PM,1,1,Payment related,41,3:41,4,4:21:27 PM
4112,79247,7924-GJZFI,Becky,3/13/2021,4:17:46 PM,1,1,Streaming,22,0:43,1,4:18:29 PM
4113,47028,4702-HDRKD,Martha,3/13/2021,4:53:46 PM,0,0,Technical Support,,,,4:53:46 PM
4114,851223,8512-WIWYV,Martha,3/13/2021,4:53:46 PM,1,1,Contract related,93,3:39,3,4:57:25 PM
4115,589726,5897-ZYEKH,Jim,3/13/2021,5:02:24 PM,1,1,Admin Support,20,4:20,5,5:06:44 PM
4116,54569,5456-ITGIC,Dan,3/13/2021,5:02:24 PM,1,1,Contract related,90,4:05,4,5:06:29 PM
4117,140616,1406-PUQVY,Becky,3/13/2021,5:24:00 PM,1,1,Technical Support,107,6:33,3,5:30:33 PM
4118,91141,9114-AAFQH,Jim,3/13/2021,5:24:00 PM,0,0,Technical Support,,,,5:24:00 PM
4119,871511,8715-KKTFG,Dan,3/13/2021,5:44:10 PM,1,1,Contract related,38,5:43,3,5:49:53 PM
4120,17282,1728-BQDMA,Joe,3/13/2021,5:44:10 PM,0,0,Contract related,,,,5:44:10 PM
4121,511726,5117-ZSMHQ,Becky,3/14/2021,9:00:00 AM,1,1,Streaming,50,1:57,4,9:01:57 AM
4122,51518,5151-HQRDG,Greg,3/14/2021,9:00:00 AM,1,1,Admin Support,90,5:06,4,9:05:06 AM
4123,9608,0960-HUWBM,Becky,3/14/2021,9:20:10 AM,1,1,Admin Support,22,4:21,4,9:24:31 AM
4124,64657,6465-GSRCL,Joe,3/14/2021,9:20:10 AM,0,0,Admin Support,,,,9:20:10 AM
4125,2636,0263-FJTQO,Martha,3/14/2021,9:57:36 AM,1,1,Streaming,67,5:05,4,10:02:41 AM
4126,731926,7319-ZNRTR,Dan,3/14/2021,9:57:36 AM,1,1,Contract related,89,6:20,3,10:03:56 AM
4127,75035,7503-EPSZW,Becky,3/14/2021,10:07:41 AM,1,1,Payment related,21,5:46,3,10:13:27 AM
4128,708924,7089-XXAYG,Diane,3/14/2021,10:07:41 AM,1,1,Contract related,34,1:04,4,10:08:45 AM
4129,80701,8070-AAWZP,Diane,3/14/2021,10:09:07 AM,1,1,Contract related,77,0:48,2,10:09:55 AM
4130,166610,1666-JXLKU,Diane,3/14/2021,10:09:07 AM,1,1,Admin Support,72,2:45,1,10:11:52 AM
4131,78554,7855-DIWPO,Joe,3/14/2021,10:32:10 AM,1,1,Streaming,83,2:01,3,10:34:11 AM
4132,513316,5133-POWUA,Jim,3/14/2021,10:32:10 AM,1,1,Streaming,120,1:46,3,10:33:56 AM
4133,565213,5652-MSDEY,Diane,3/14/2021,11:09:36 AM,1,1,Contract related,82,4:16,5,11:13:52 AM
4134,18102,1810-BOHSY,Martha,3/14/2021,11:09:36 AM,1,1,Streaming,61,6:39,5,11:16:15 AM
4135,17842,1784-BXEFA,Jim,3/14/2021,11:25:26 AM,1,1,Contract related,69,2:39,2,11:28:05 AM
4136,735113,7351-MHQVU,Jim,3/14/2021,11:25:26 AM,0,1,Technical Support,19,4:17,4,11:29:43 AM
4137,922422,9224-VTYID,Diane,3/14/2021,11:36:58 AM,1,1,Technical Support,35,4:15,2,11:41:13 AM
4138,95009,9500-IWPXQ,Jim,3/14/2021,11:36:58 AM,0,0,Payment related,,,,11:36:58 AM
4139,576220,5762-TJXGK,Jim,3/14/2021,11:52:48 AM,1,1,Contract related,11,6:28,3,11:59:16 AM
4140,450425,4504-YOULA,Jim,3/14/2021,11:52:48 AM,1,1,Admin Support,110,0:49,3,11:53:37 AM
4141,55699,5569-IDSEY,Dan,3/14/2021,1:00:29 PM,1,1,Payment related,119,2:17,1,1:02:46 PM
4142,728426,7284-ZZLOH,Jim,3/14/2021,1:00:29 PM,1,1,Contract related,38,1:27,4,1:01:56 PM
4143,177710,1777-JYQPJ,Joe,3/14/2021,1:09:07 PM,1,1,Payment related,40,5:08,4,1:14:15 PM
4144,340121,3401-URHDA,Dan,3/14/2021,1:09:07 PM,1,1,Streaming,19,4:26,5,1:13:33 PM
4145,15995,1599-EAHXY,Dan,3/14/2021,1:16:19 PM,0,0,Technical Support,,,,1:16:19 PM
4146,863124,8631-XVRZL,Martha,3/14/2021,1:16:19 PM,1,1,Payment related,63,5:45,3,1:22:04 PM
