Customer ID,new customer id,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,internet_service_id,quota
3453-RTHJQ,345318,18.65,1,Fiber Optic,18,0,0,0,0,0,0,0,1,69.1,435,0,0,111.9,4066,200
4280-DLSHD,42804,19,1,Cable,8,0,1,1,0,0,0,0,1,54.75,445.85,0,0,152,4067,200
1508-DFXCU,15084,11.04,1,Fiber Optic,16,0,0,0,0,1,0,0,1,81.45,912,0,0,132.48,4068,200
7868-BGSZA,78682,33.97,1,DSL,69,1,0,1,0,1,1,1,1,80.2,3581.6,0,0,1460.71,4069,200
2800-QQUSO,280017,25.69,1,Fiber Optic,13,0,0,0,1,1,1,1,1,100.3,4222.95,0,0,1078.98,4070,200
7973-DZRKH,79734,27.09,1,Fiber Optic,51,1,0,1,1,0,0,0,1,90.95,5930.05,0,0,1787.94,4071,200
9773-PEQBZ,977316,15.6,1,Fiber Optic,22,0,1,0,0,0,0,0,1,79.85,797.25,0,0,156,4072,200
2903-YYTBW,290325,41.1,1,DSL,18,0,0,0,0,0,0,0,1,44.55,44.55,0,0,41.1,4073,200
3620-MWJNE,362013,19.87,1,DSL,19,1,0,0,1,0,0,0,1,54.45,87.3,0,0,39.74,4074,200
6837-HAEVO,68378,22.49,1,Fiber Optic,11,0,1,1,0,1,1,1,1,105,7297.75,0,0,1551.81,4075,200
6701-YVNQG,670125,47.66,1,DSL,19,1,1,1,1,1,1,1,1,88.7,6301.7,0,0,3431.52,4076,200
8819-ZBYNA,881926,37.15,1,Fiber Optic,7,1,1,0,1,1,1,1,1,109.1,6393.65,0,0,2154.7,4077,200
6174-NRBTZ,617414,0,1,Cable,19,1,0,0,0,0,0,0,1,30.75,1489.3,0,0,0,4078,200
6137-NICCO,613714,41.29,1,Fiber Optic,19,0,1,1,0,1,0,0,1,94.05,518.75,0,0,247.74,4079,200
9065-ZCPQX,906526,39.61,1,DSL,85,1,1,1,1,0,1,1,1,78.85,5763.15,0,0,2851.92,4080,200
6402-EJMWF,64025,21.03,1,DSL,3,0,0,0,0,0,1,1,1,55.3,238.5,0,0,84.12,4081,200
4626-OZDTJ,462615,25.45,1,DSL,4,0,1,0,1,1,1,1,1,78.65,3950.85,0,0,1297.95,4082,200
9169-BSVIN,91692,18.52,1,DSL,53,0,0,1,0,1,1,1,1,74.75,827.05,0,0,222.24,4083,200
6872-HXFNF,68728,40.28,1,DSL,52,0,0,1,1,0,0,0,1,58.35,3756.45,0,0,2577.92,4084,200
7714-YXSMB,771425,25.66,1,Fiber Optic,3,0,0,1,0,1,1,1,1,100.5,2599.95,0,0,667.16,4085,200
1194-HVAIF,11948,18.42,1,Fiber Optic,26,0,0,0,0,1,1,1,1,95,2462.55,0,0,497.34,4086,200
1767-TGTKO,176720,5.09,1,DSL,51,0,0,0,0,0,0,0,1,45.45,411.75,0,0,40.72,4087,200
8805-JNRAZ,880510,29.28,1,Cable,4,0,1,0,0,0,0,0,1,49.2,103.7,0,0,58.56,4088,200
6418-HNFED,64188,40.34,1,DSL,9,1,1,1,1,1,1,1,1,83.25,4089.45,0,0,2057.34,4089,200
7128-GGCNO,71287,41.1,1,Fiber Optic,26,0,0,0,0,0,0,0,1,72.8,3249.4,0,0,1890.6,4090,200
0237-YFUTL,23725,34.57,1,Fiber Optic,13,1,1,0,1,1,1,1,1,109.65,5405.8,0,0,1728.5,4091,200
7691-KGKGP,769111,2.11,1,DSL,19,0,1,0,1,1,0,0,1,65,3363.8,0,0,111.83,4092,200
6710-HSJRD,67108,12.32,1,Fiber Optic,7,0,1,1,1,1,1,1,1,114.1,7132.15,0,0,751.52,4093,200
0840-DCNZE,8404,36.78,1,DSL,25,1,1,1,1,1,1,1,1,86.95,4138.9,0,0,1728.66,4094,200
1732-FEKLD,17326,37.65,1,Fiber Optic,30,0,1,1,0,1,0,0,0,94.75,5121.75,0,70,2033.1,4095,200
9862-KJTYK,986211,0,1,DSL,59,0,0,0,0,0,0,1,1,25.35,566.1,0,0,0,4096,200
0479-HMSWA,4798,2.48,1,Fiber Optic,19,0,1,1,1,1,1,1,1,105.45,2715.3,0,0,64.48,4097,200
0365-BZUWY,3652,10.11,1,Fiber Optic,2,0,1,1,0,1,1,1,1,102.55,1742.5,0,0,171.87,4098,200
4922-CVPDX,49223,34.12,1,DSL,58,0,1,1,0,1,1,1,0,73.5,1905.7,17.03,70,887.12,4099,200
1357-BIJKI,13572,38.29,1,Fiber Optic,16,0,1,0,0,1,1,1,1,98.25,4858.7,3.55,0,1914.5,4100,200
1099-BTKWT,10992,0,1,DSL,11,1,0,1,0,1,1,1,1,54.4,3723.65,25.62,0,0,4101,200
2018-PZKMU,201816,44.37,1,Fiber Optic,57,0,0,1,1,1,1,1,1,103.1,970.45,18.62,0,399.33,4102,200
7340-KEFQE,734011,0,1,Cable,27,1,0,0,1,0,0,1,1,34.2,1782,9.39,0,0,4103,200
4570-QHXHL,457017,40.73,1,DSL,29,0,0,0,0,0,0,0,1,43.75,405.7,5.9,0,366.57,4104,200
7392-YYPYJ,739225,28.42,1,Fiber Optic,73,0,1,0,0,1,1,1,1,100.65,2415.95,5.01,0,625.24,4105,200
2223-GDSHL,22237,26.38,1,Fiber Optic,18,1,1,1,1,1,1,1,0,116.05,8297.5,42.57,110,1872.98,4106,200
9470-RTWDV,947018,36.71,1,DSL,57,0,0,1,1,1,1,1,1,82,2083.1,42.43,0,954.46,4107,200
2176-OSJUV,217615,40.63,1,DSL,69,1,1,0,1,0,0,1,1,65.15,4681.75,4.7,0,2884.73,4108,200
9348-YVOMK,934825,43.77,1,DSL,41,0,0,0,0,0,0,1,1,44.8,176.2,0,0,175.08,4109,200
8104-OSKWT,810415,14.42,1,Fiber Optic,14,1,0,0,0,0,0,0,1,79.8,1001.2,21.53,0,173.04,4110,200
4521-YEEHE,452125,18.55,1,Fiber Optic,59,0,0,0,1,1,0,1,1,88.85,1594.75,21.58,0,333.9,4111,200
4090-KPJIP,409011,1.64,1,Fiber Optic,8,0,0,0,0,0,0,0,1,74.95,212.4,27.6,0,4.92,4112,200
7995-ZHHNZ,799526,20.65,1,DSL,25,1,0,0,0,0,0,0,1,56.1,2386.85,28.83,0,867.3,4113,200
5989-AXPUC,59891,1.29,1,Fiber Optic,27,1,1,1,1,1,1,1,1,118.6,7990.05,38.57,0,87.72,4114,200
8015-IHCGW,80159,36.82,1,Fiber Optic,10,1,1,1,1,1,1,1,1,115.5,8425.15,42.29,0,2651.04,4115,200
2773-OVBPK,277315,21.71,1,Fiber Optic,30,0,1,1,1,1,1,1,1,111.3,7567.2,36.66,0,1454.57,4116,200
5999-LCXAO,599912,0,1,DSL,24,1,0,0,0,0,0,0,1,29.9,29.9,0,0,0,4117,200
5206-XZZQI,520624,49.21,1,Fiber Optic,29,0,1,0,1,0,0,0,0,80.6,4348.1,39.45,90,2608.13,4118,200
2139-FQHLM,21396,9.55,1,Fiber Optic,6,0,0,1,1,1,0,0,1,89.95,1682.4,29.64,0,181.45,4119,200
3882-IYOIJ,38829,43.33,1,Fiber Optic,28,1,1,1,1,1,1,1,1,115.25,6758.45,11.85,0,2599.8,4120,200
3115-JPJDD,311510,29.6,1,Fiber Optic,12,1,0,1,0,0,0,0,1,81.25,4639.45,0,0,1746.4,4121,200
5600-KTXFM,560011,29.1,1,Fiber Optic,19,0,0,0,0,0,0,0,1,69.95,143.9,0,0,58.2,4122,200
6339-TBELP,633920,6.75,1,Fiber Optic,15,0,0,1,1,0,0,0,1,86.4,6172,0,0,479.25,4123,200
7964-YESJC,796425,9.3,1,DSL,27,1,1,1,0,0,0,0,1,66.3,1559.45,32.59,0,223.2,4124,200
9938-ZREHM,993826,42.45,1,DSL,23,0,1,0,1,0,1,1,1,72.1,2658.4,16.36,0,1570.65,4125,200
7950-XWOVN,795024,0,1,DSL,22,0,1,1,0,0,0,0,0,34.7,383.55,22.53,150,0,4126,200
4647-MUZON,464713,29.6,1,Fiber Optic,7,0,0,1,0,1,1,1,1,95.95,1745.5,6.72,0,532.8,4127,200
9702-AIUJO,97021,36.61,1,DSL,41,0,0,0,0,0,0,0,1,44.8,2230.85,36.22,0,1830.5,4128,200
8849-PRIQJ,884916,3.3,1,Fiber Optic,19,1,0,1,1,1,1,1,1,109.4,7281.6,38.34,0,221.1,4129,200
8851-RAGOV,885118,2.34,1,DSL,73,1,1,0,1,0,1,1,1,71.05,1837.7,28.08,0,58.5,4130,200
1729-VLAZJ,172922,0,1,DSL,57,1,1,0,1,0,0,0,0,40.25,411.45,17.96,30,0,4131,200
0701-TJSEF,70120,32.31,1,Cable,24,1,0,1,1,0,1,1,1,68.25,576.95,0,0,290.79,4132,200
6629-LADHQ,662912,36.96,1,DSL,24,1,0,0,0,0,0,0,1,50.95,123.05,0,0,73.92,4133,200
1559-DTODC,15594,0,1,DSL,6,0,0,0,0,0,0,0,1,25.15,468.35,0,0,0,4134,200
4324-AHJKS,43241,24.83,1,DSL,26,1,0,1,0,0,0,0,1,55.8,300.4,0,0,124.15,4135,200
4355-CVPVS,43553,12.97,1,Fiber Optic,28,0,0,0,0,1,1,1,1,88.9,4968,0,0,726.32,4136,200
4495-LHSSK,449512,17.51,1,DSL,30,1,0,0,0,0,0,0,1,57.65,992.7,0,0,315.18,4137,200
5915-ANOEI,59151,39.35,1,DSL,2,1,1,1,1,1,0,0,1,79.15,5536.5,0,0,2754.5,4138,200
9861-PDSZP,986116,10.05,1,Fiber Optic,82,0,1,1,1,1,1,1,1,108.05,7806.6,0,0,723.6,4139,200
6704-UTUKK,670421,0,1,DSL,15,0,0,0,0,1,1,1,0,45.9,1332.4,0,20,0,4140,200
2019-HDCZY,20198,2.72,1,Fiber Optic,22,0,0,1,0,1,1,1,1,102.6,6296.75,0,0,171.36,4141,200
8788-DOXSU,87884,9.7,1,DSL,6,0,0,1,0,0,1,1,1,61.35,3645.5,0,0,572.3,4142,200
7404-JLKQG,740410,48.3,1,Cable,42,0,0,1,0,1,0,0,1,57.55,161.45,0,0,144.9,4143,200
7421-ZLUPA,742126,0,1,DSL,2,0,1,0,0,0,0,0,1,29.25,226.95,0,0,0,4144,200
2632-IVXVF,26329,14.11,1,Fiber Optic,57,1,0,1,1,1,1,1,1,111.75,7511.3,0,0,959.48,4145,200
8915-NNTRC,891514,41.94,1,Fiber Optic,85,1,1,0,1,1,1,1,1,107.7,7919.8,0,0,3019.68,4146,200
2920-RNCEZ,292018,11.45,1,Fiber Optic,14,0,0,0,0,0,0,0,1,69.95,69.95,0,0,11.45,4147,200
2541-YGPKE,254125,44.95,1,DSL,69,1,0,0,1,0,1,1,1,63.7,2763.35,0,0,1887.9,4148,200
5382-TEMLV,538220,19.39,1,DSL,16,1,0,0,0,0,0,0,1,50.9,2298.55,0,0,872.55,4149,200
3441-CGZJH,34413,0,1,DSL,10,1,0,1,1,1,1,1,0,60.4,2640.55,0,100,0,4150,200
9592-ERDKV,95925,9.26,1,DSL,28,1,0,1,0,1,1,1,1,79.25,2911.8,0,0,342.62,4151,200
4778-IZARL,47789,3.18,1,Fiber Optic,15,1,1,1,1,1,1,1,1,110.1,6705.7,0,0,200.34,4152,200
0432-CAJZV,4323,5.39,1,Fiber Optic,10,0,0,0,0,1,1,1,1,90.7,237.65,0,0,16.17,4153,200
6242-FEGFD,62426,36.55,1,Fiber Optic,20,1,1,1,1,0,0,0,1,96.6,6424.25,0,0,2412.3,4154,200
6194-HBGQN,61948,34.75,1,Cable,59,1,1,1,1,1,0,0,1,81.15,4126.2,0,0,1772.25,4155,200
7634-WSWDB,763423,0,1,DSL,51,1,0,0,0,0,1,1,1,38.5,330.8,0,0,0,4156,200
6986-IXNDM,69869,27.8,1,Fiber Optic,17,0,0,0,0,1,1,1,1,92.9,1337.45,0,0,389.2,4157,200
2987-BJXIK,29872,16.93,1,DSL,10,1,1,1,0,1,1,1,1,84.7,5991.05,0,0,1185.1,4158,200
9769-TSBZE,976920,16.75,1,DSL,57,1,1,0,1,0,0,0,0,66,4891.5,0,90,1172.5,4159,200
6023-GSSXW,60237,2.73,1,DSL,69,0,1,0,0,0,1,1,1,61.45,4131.2,0,0,188.37,4160,200
6752-APNJL,67521,18.93,1,DSL,73,1,1,0,0,0,0,0,1,54.5,2301.15,0,0,795.06,4161,200
7446-KQISO,744611,7.48,1,Fiber Optic,27,0,1,1,1,1,1,1,1,109.75,4900.65,0,0,336.6,4162,200
9823-EALYC,98235,9.3,1,DSL,12,1,1,1,1,1,0,0,1,80.85,5727.45,0,0,669.6,4163,200
5803-NQJZO,580314,15.52,1,Cable,6,1,1,1,1,0,0,0,1,67.8,4804.65,0,0,1117.44,4164,200
0743-HRVFF,7438,0,1,DSL,76,0,0,1,1,1,1,1,1,56.15,2898.95,0,0,0,4165,200
4006-HKYHO,40068,29.58,1,DSL,47,1,1,1,1,1,1,1,1,86.7,5309.5,0,0,1863.54,4166,200
9667-TKTVZ,966720,25.81,1,Cable,7,0,0,0,1,0,0,0,1,54.35,117.05,0,0,51.62,4167,200
8570-KLJYJ,857011,25.95,1,DSL,21,1,0,0,0,0,0,0,1,54.45,1893.5,0,0,934.2,4168,200
7754-IXRMC,77549,12.46,1,DSL,14,0,0,0,0,0,0,0,1,45.35,45.35,0,0,12.46,4169,200
9473-CBZOP,94733,33.05,1,Cable,7,1,0,1,0,0,0,0,1,59,1654.45,0,0,925.4,4170,200
2969-WGHQO,296923,18.91,1,DSL,29,1,1,1,0,1,0,0,1,69.45,477.05,0,0,132.37,4171,200
1329-VHWNP,132922,0,1,DSL,4,0,0,0,0,0,0,0,1,25.05,189.95,0,0,0,4172,200
0266-GMEAO,2667,15.94,1,Fiber Optic,13,1,1,1,1,1,1,1,1,114.3,8058.55,0,0,1147.68,4173,200
5574-NXZIU,557414,13.14,1,Fiber Optic,17,1,1,1,1,1,1,1,1,109.2,7049.75,0,0,827.82,4174,200
0019-GFNTW,197,0,1,DSL,19,1,1,1,1,0,0,0,1,45.05,2560.1,0,0,0,4175,200
4256-ZWTZI,425626,40.03,1,DSL,52,0,0,0,1,0,0,0,0,51,286.8,0,0,200.15,4176,200
8309-PPCED,830916,46.23,1,Fiber Optic,18,0,1,1,1,1,1,1,1,110.45,7982.5,0,0,3328.56,4177,200
5196-WPYOW,519623,6.53,1,Cable,19,1,1,0,1,0,0,0,1,60.05,3994.05,0,0,437.51,4178,200
4608-LCIMN,460812,30.77,1,DSL,75,0,0,0,0,0,0,0,1,44.65,369.15,0,0,246.16,4179,200
1485-YDHMM,148525,11.3,1,Fiber Optic,10,0,1,0,1,0,1,1,1,93.25,4631.7,0,0,587.6,4180,200
8161-QYMTT,816117,7.37,1,Fiber Optic,6,0,0,0,0,1,1,1,1,94.1,701.3,0,0,51.59,4181,200
9581-GVBXT,95817,0,1,DSL,19,1,0,1,0,0,0,0,1,34.8,1980.3,0,0,0,4182,200
5862-BRIXZ,58622,0,1,DSL,13,1,0,1,1,1,1,1,1,60.75,2893.4,0,0,0,4183,200
5404-GGUKR,54047,17.16,1,DSL,7,0,1,0,0,0,0,0,1,51.35,262.3,0,0,85.8,4184,200
2126-GSEGL,21267,9.28,1,DSL,24,0,1,1,1,1,1,1,0,84.8,5917.55,0,120,649.6,4185,200
0440-QEXBZ,44017,18.42,1,DSL,22,0,0,0,0,0,0,0,1,50.15,2139.1,0,0,810.48,4186,200
2434-EEVDB,24345,1.27,1,Fiber Optic,13,1,0,1,0,1,0,0,1,94.6,5948.7,0,0,81.28,4187,200
6762-QVYJO,676217,0,1,DSL,59,1,0,1,1,1,1,1,1,59.75,3624.35,0,0,0,4188,200
8152-VETUR,815222,28.59,1,Fiber Optic,58,0,1,0,0,1,1,1,1,97.7,6869.7,0,0,2058.48,4189,200
4676-WLUHT,467623,0,1,DSL,7,1,1,0,0,0,1,1,1,46.2,2431.95,0,0,0,4190,200
0757-WCUUZ,75723,36.09,1,DSL,59,0,0,1,0,0,1,1,1,63.35,3409.1,0,0,1948.86,4191,200
1629-DQQVB,16294,36.22,1,Cable,59,1,0,0,0,0,0,0,1,50.1,709.5,0,0,507.08,4192,200
0374-AACSZ,3741,38.33,1,DSL,24,1,0,0,0,0,0,0,0,50.15,50.15,0,50,38.33,4193,200
4872-VXRIL,487222,48.32,1,DSL,59,1,1,0,1,0,0,0,1,64.65,3665.55,0,0,2705.92,4194,200
9140-CZQZZ,91403,47.95,1,DSL,14,1,1,0,1,1,1,1,1,79.6,5515.8,0,0,3260.6,4195,200
9938-TKDGL,993820,38.75,1,Fiber Optic,28,1,0,0,1,1,1,1,1,99.55,6668,0,0,2635,4196,200
6537-QLGEX,653717,0,1,DSL,30,1,0,0,0,1,0,0,1,38.9,664.4,0,0,0,4197,200
3160-TYXLT,316020,0,1,DSL,24,1,1,0,0,0,1,1,1,46.3,2546.85,0,0,0,4198,200
1325-USMEC,132521,48,1,Fiber Optic,13,1,1,1,0,1,0,0,1,99.35,6944.5,0,0,3360,4199,200
5606-AMZBO,56061,38.03,1,Fiber Optic,42,1,0,0,0,0,0,0,1,78.15,765.15,0,0,380.3,4200,200
5640-CAXOA,56403,0,1,Cable,42,0,0,0,1,0,1,1,1,40.35,1187.05,0,0,0,4201,200
2235-EZAIK,22355,22.41,1,DSL,59,1,1,1,1,1,0,0,0,79.2,5401.9,0,20,1613.52,4202,200
1453-RZFON,145318,9,1,Cable,53,1,0,0,0,0,0,0,1,49.9,49.9,0,0,9,4203,200
8263-OKETD,826315,22.75,1,Cable,11,0,1,0,1,0,1,1,1,68.9,1370.35,0,0,455,4204,200
2476-YGEFM,247625,7.01,1,Fiber Optic,42,0,0,0,0,0,0,0,1,76,2215.25,0,0,203.29,4205,200
8687-BAFGU,86872,23.7,1,Fiber Optic,25,0,0,0,1,0,0,0,1,74,74,0,0,23.7,4206,200
0641-EVBOJ,6415,44.97,1,Fiber Optic,16,1,0,0,1,0,0,0,0,82.3,214.4,0,20,134.91,4207,200
0829-XXPLX,82924,30.52,1,Fiber Optic,21,1,0,1,0,1,0,0,1,89.4,1871.15,0,0,610.4,4208,200
9974-JFBHQ,997410,22.41,1,Fiber Optic,24,0,1,0,1,1,1,1,1,99.15,6171.2,0,0,1434.24,4209,200
6624-JDRDS,662410,0,1,Cable,52,1,0,0,0,0,0,0,1,29.45,161.45,0,0,0,4210,200
9780-FKVVF,97806,20.11,1,DSL,5,1,0,0,0,0,1,1,1,59.15,336.7,0,0,120.66,4211,200
1919-RTPQD,191918,28.7,1,DSL,17,0,0,0,0,0,0,0,1,44.75,333.65,0,0,200.9,4212,200
5214-NLTIT,521414,23.7,1,Fiber Optic,59,0,0,1,0,0,1,1,0,90.8,6511.8,0,60,1706.4,4213,200
3345-PBBFH,334516,2.38,1,DSL,53,0,1,0,0,0,0,0,1,49.55,393.45,0,0,19.04,4214,200
5055-BRMNE,50552,40.35,1,Fiber Optic,16,1,0,0,1,1,1,1,1,106.7,7009.5,0,0,2703.45,4215,200
2190-PHBHR,219016,22.74,1,Fiber Optic,48,1,1,0,0,0,1,1,1,94.45,6921.7,0,0,1637.28,4216,200
5208-FVQKB,52086,24.93,1,DSL,15,1,1,0,1,0,1,1,1,67.95,4664.15,0,0,1745.1,4217,200
7184-LRUUR,718412,1.74,1,DSL,85,0,1,1,0,1,0,0,1,65.25,1441.8,0,0,38.28,4218,200
6627-CFOSN,66273,39.42,1,Fiber Optic,12,1,1,1,0,0,1,1,0,99.45,5623.7,0,30,2325.78,4219,200
7247-XOZPB,724724,47.55,1,DSL,13,1,0,1,1,1,0,0,1,77.4,4155.95,0,0,2520.15,4220,200
6211-WWLTF,621123,26.81,1,Fiber Optic,6,1,0,1,0,1,1,1,1,99.7,6330.4,0,0,1689.03,4221,200
4826-TZEVA,482620,18.57,1,Fiber Optic,15,0,1,0,0,0,0,0,1,74.8,2971.7,0,0,742.8,4222,200
9138-EFSMO,91385,24.17,1,Fiber Optic,75,0,0,0,0,0,1,1,1,78.95,2034.25,0,0,628.42,4223,200
4632-XJMEX,463224,47.81,1,Cable,59,1,1,0,1,0,0,0,1,62.85,3419.5,0,0,2533.93,4224,200
2716-GFZOR,27167,7.63,1,Fiber Optic,20,1,1,1,0,0,0,0,1,86.1,3551.65,0,0,328.09,4225,200
3192-LNKRK,319212,5.65,1,Fiber Optic,26,0,0,1,0,1,0,0,1,84.05,2909.95,0,0,192.1,4226,200
4439-YRNVD,443925,0,1,DSL,23,0,1,0,1,0,0,0,1,36.25,374,0,0,0,4227,200
2208-UGTGR,220821,10.99,1,Fiber Optic,28,0,1,0,0,1,1,1,1,98.6,5581.05,0,0,615.44,4228,200
3005-TYFRD,300520,33.66,1,Fiber Optic,25,0,1,1,0,1,1,1,1,103.65,5676.65,0,0,1851.3,4229,200
8670-MEFCP,867013,40.54,1,Cable,59,1,1,1,1,1,1,1,1,92.9,3379.25,0,0,1459.44,4230,200
2969-VAPYH,296922,35.99,1,DSL,73,1,1,0,1,0,0,0,1,60.5,3870,0,0,2411.33,4231,200
7181-OQCUT,718115,15.89,1,Fiber Optic,3,1,0,1,0,1,1,1,1,103.85,2215,0,0,333.69,4232,200
8474-UMLNT,847421,28.45,1,DSL,30,1,1,0,1,0,1,1,1,67.8,842.25,0,0,369.85,4233,200
2649-HWLYB,26498,21.58,1,DSL,13,1,0,1,1,0,1,1,1,76.15,4929.55,0,0,1402.7,4234,200
1685-VAYJF,168522,40.59,1,DSL,22,0,0,0,0,0,0,0,0,45.2,492,0,150,446.49,4235,200
5049-MUBWG,504913,49.61,1,DSL,76,1,0,0,1,1,1,1,1,75,1908.35,0,0,1289.86,4236,200
0769-MURVM,76913,0,1,Cable,23,1,1,1,1,1,1,1,1,65.7,4575.35,0,0,0,4237,200
9253-VIFJQ,925322,39.49,1,DSL,18,1,1,1,0,0,0,0,1,67.05,4309.55,0,0,2566.85,4238,200
7030-FZTFM,70306,45.32,1,Fiber Optic,11,0,1,1,1,1,1,1,0,110.9,7922.75,0,130,3263.04,4239,200
9741-YLNTD,974125,43.37,1,Fiber Optic,12,0,0,0,1,0,1,1,1,87.95,522.35,0,0,260.22,4240,200
5120-ZBLAI,512026,9.47,1,DSL,28,0,0,1,0,1,1,1,1,75.7,3876.2,0,0,473.5,4241,200
1194-BHJYC,11942,0,1,DSL,59,1,0,1,1,1,1,1,1,62.15,3778.85,0,0,0,4242,200
0906-QVPMS,90617,35.71,1,Fiber Optic,58,1,1,1,1,1,1,1,1,115.15,8349.45,0,0,2571.12,4243,200
7858-GTZSP,78587,18.75,1,Fiber Optic,25,0,0,0,0,0,1,1,0,86.55,1066.9,0,110,225,4244,200
3470-BTGQO,34702,19.57,1,DSL,29,0,0,0,0,0,0,0,1,45.65,985.05,0,0,410.97,4245,200
1209-VFFOC,120922,0,1,DSL,19,1,1,1,1,0,1,1,1,56.4,3948.45,0,0,0,4246,200
4553-DVPZG,45534,15.06,1,Fiber Optic,82,0,0,1,0,1,1,1,1,101.35,6164.7,0,0,933.72,4247,200
6917-IAYHD,69179,0,1,Cable,19,0,1,0,1,0,0,0,0,33.6,33.6,0,50,0,4248,200
7572-KPVKK,757211,17.67,1,Fiber Optic,19,0,0,1,1,1,1,1,1,104.05,6590.5,0,0,1095.54,4249,200
7103-ZGVNT,710326,7.84,1,Cable,21,1,1,0,1,1,0,0,1,73.7,4885.85,0,0,540.96,4250,200
2027-WKXMW,202723,20.37,1,Fiber Optic,26,0,1,1,1,1,1,1,1,108.75,6871.7,0,0,1283.31,4251,200
5934-RMPOV,593418,33.73,1,Fiber Optic,19,0,0,0,0,0,1,1,1,84.75,1816.75,0,0,742.06,4252,200
8316-BBQAY,83162,0,1,Cable,22,1,0,1,1,1,1,1,1,59.95,3921.1,0,0,0,4253,200
6427-FEFIG,64276,21.43,1,DSL,56,1,0,1,0,1,1,1,1,78.6,1846.65,0,0,514.32,4254,200
0017-IUDMW,179,16.01,1,Fiber Optic,59,1,1,1,1,1,1,1,1,116.8,8456.75,0,0,1152.72,4255,200
8706-HRADD,87068,0,1,DSL,26,1,0,0,1,1,0,0,1,43.55,1011.5,0,0,0,4256,200
9955-QOPOY,995517,0,1,DSL,42,0,1,1,1,1,1,1,1,60.8,4263.4,0,0,0,4257,200
4385-ZKVNW,438526,46.54,1,DSL,52,0,1,0,1,0,0,0,0,54.9,2549.1,0,130,2047.76,4258,200
9031-ZVQPT,903126,14.19,1,Fiber Optic,71,0,1,1,1,1,1,1,1,108.2,7840.6,0,0,1021.68,4259,200
2990-IAJSV,29909,45.41,1,Cable,20,1,1,1,1,1,1,1,1,92,6632.75,0,0,3269.52,4260,200
5176-LDKUH,517612,41.26,1,Fiber Optic,23,0,1,0,0,0,0,0,1,75.15,3772.65,0,0,1980.48,4261,200
6480-YAGIY,648025,28.72,1,Fiber Optic,3,1,1,1,1,1,1,1,1,112.2,5031.85,0,0,1292.4,4262,200
4029-HPFVY,40298,9.74,1,Fiber Optic,27,0,0,0,0,0,0,0,1,70.3,220.4,0,0,29.22,4263,200
5457-COLHT,54573,40.36,1,Cable,53,1,1,0,1,1,1,1,1,80.65,5542.55,0,0,2784.84,4264,200
7998-WNZEM,799823,12.27,1,DSL,21,1,1,1,1,0,1,1,1,80.6,5708.2,0,0,871.17,4265,200
4664-NJCMS,466414,0,1,DSL,7,1,0,1,1,1,1,1,1,59.55,2016.3,0,0,0,4266,200
6481-LXPWL,648112,0,1,DSL,28,0,1,1,0,0,0,0,0,36.1,1971.5,0,60,0,4267,200
9362-MWODR,936213,20.13,1,DSL,10,1,0,0,1,1,0,0,1,64.1,2460.35,0,0,805.2,4268,200
5153-LXKDT,515312,18.47,1,Fiber Optic,75,1,1,1,0,1,1,1,1,110.2,7467.5,0,0,1255.96,4269,200
5161-UBZXI,516121,42.9,1,Fiber Optic,24,1,1,0,1,1,1,1,1,106.35,7261.75,0,0,2960.1,4270,200
1020-JPQOW,102010,2.8,1,Fiber Optic,20,0,1,1,1,0,0,0,0,90.55,5116.6,0,40,156.8,4271,200
7919-ZODZZ,791926,42,1,DSL,14,0,1,1,0,0,1,1,1,65.9,660.05,0,0,420,4272,200
0565-JUPYD,56510,21.45,1,Fiber Optic,85,1,1,1,1,1,0,0,1,104.5,6590.8,0,0,1351.35,4273,200
6867-ACCZI,68671,0,1,DSL,75,1,1,1,1,0,1,1,1,52.5,1208.15,0,0,0,4274,200
5939-XAIXZ,593924,36.88,1,DSL,27,0,0,1,0,0,0,0,1,56.1,1033.9,0,0,700.72,4275,200
9054-FOWNV,90546,11.39,1,Fiber Optic,56,0,0,1,0,1,0,0,1,88.75,1885.15,0,0,250.58,4276,200
9732-EQMWY,97325,12.39,1,Fiber Optic,46,0,1,1,0,1,1,1,0,99.4,5025,0,10,607.11,4277,200
5269-NRGDP,526914,14.8,1,DSL,23,0,0,1,1,1,1,1,1,73.15,3088.25,0,0,621.6,4278,200
6195-MELTI,619513,9.32,1,DSL,20,0,1,0,1,0,0,0,1,54.65,3134.7,0,0,531.24,4279,200
2121-JAFOM,212110,1.67,1,Fiber Optic,59,1,1,1,1,1,1,1,1,115.55,8312.4,0,0,120.24,4280,200
1227-UDMZR,122721,2.95,1,Cable,26,1,1,1,1,1,1,1,1,91.15,6637.9,0,0,212.4,4281,200
5198-HQAEN,51988,1.53,1,Fiber Optic,57,0,1,0,1,1,0,0,1,89.7,3165.6,0,0,53.55,4282,200
2167-FQSTQ,21676,37.45,1,DSL,48,1,1,1,1,1,1,1,0,92.4,6786.1,0,150,2696.4,4283,200
6821-JPCDC,682110,47.64,1,Fiber Optic,59,0,1,1,0,1,1,1,1,97.05,4692.95,0,0,2286.72,4284,200
