Gender,Age,Married,Dependents,Number of Dependents,newcustomer,Referred a Friend,Number of Referrals,Contract,Customer Status,Churn Score,CLTV,Acquisition Channel,Channel_ID
Male,38,1,1,3,298420,1,6,Two Year,Stayed,25,6378,Referal,6
Female,20,0,0,0,982223,0,0,Month-to-Month,Stayed,75,4434,In Store,3
Male,59,0,0,0,904011,0,0,One Year,Stayed,43,5184,In Store,3
Female,28,1,1,3,15481,1,9,Month-to-Month,Stayed,23,5605,Referal,6
Male,45,0,0,0,633918,0,0,Two Year,Stayed,47,4063,In Store,3
Male,36,1,0,0,25221,1,6,Month-to-Month,Stayed,77,4350,Referal,6
Male,20,0,0,0,41221,0,0,Two Year,Stayed,33,5162,In Store,3
Male,34,0,0,0,18166,0,0,Month-to-Month,Joined,40,3923,In Store,3
Male,30,0,0,0,709621,0,0,Month-to-Month,Joined,49,2313,In Store,3
Female,33,0,0,0,461516,0,0,Two Year,Stayed,62,4668,In Store,3
Female,45,0,0,0,888517,0,0,Month-to-Month,Joined,36,5277,In Store,3
Male,29,0,0,0,86175,0,0,Month-to-Month,Joined,53,5510,In Store,3
Female,53,1,0,0,938514,1,7,Two Year,Stayed,42,4324,Referal,6
Male,40,0,0,0,4309,0,0,Month-to-Month,Stayed,25,2597,In Store,3
Female,50,0,0,0,667411,0,0,One Year,Stayed,55,4998,In Store,3
Female,63,0,0,0,18144,0,0,Month-to-Month,Stayed,24,4855,In Store,3
Male,37,1,0,0,93518,1,6,Two Year,Stayed,67,4938,Referal,6
Female,20,1,0,0,35378,1,3,Month-to-Month,Stayed,46,4621,Referal,6
Female,49,1,1,4,21291,1,5,Month-to-Month,Stayed,37,2211,Referal,6
Female,43,1,0,0,582113,1,6,Two Year,Stayed,48,4408,Referal,6
Male,50,1,0,0,696821,1,9,One Year,Stayed,70,4928,Referal,6
Female,24,1,1,3,474220,1,1,Two Year,Stayed,43,5829,Referal,6
Male,28,0,0,0,963124,0,0,Month-to-Month,Joined,53,4639,In Store,3
Male,24,1,1,1,133513,1,5,Two Year,Stayed,42,5821,Referal,6
Male,40,0,0,0,887320,0,0,One Year,Stayed,38,5880,In Store,3
Female,56,0,1,1,880010,0,0,Month-to-Month,Stayed,77,4621,In Store,3
Female,39,1,0,0,146912,1,6,Month-to-Month,Stayed,20,4016,Referal,6
Male,60,1,1,3,6425,1,7,Month-to-Month,Stayed,46,4994,Referal,6
Female,20,0,0,0,238615,0,0,Month-to-Month,Stayed,68,6460,In Store,3
Male,56,0,0,0,31022,0,0,Month-to-Month,Stayed,63,2788,In Store,3
Male,59,0,0,0,345318,0,0,Month-to-Month,Stayed,55,5741,In Store,3
Female,57,0,0,0,62786,0,0,Month-to-Month,Stayed,68,5546,In Store,3
Male,36,1,0,0,42804,1,10,Month-to-Month,Stayed,47,4099,Referal,6
Male,32,0,0,0,15084,0,0,Month-to-Month,Stayed,70,2916,In Store,3
Male,30,1,0,0,78682,1,7,One Year,Stayed,35,5888,Referal,6
Male,48,0,0,0,280017,0,0,Month-to-Month,Stayed,33,3286,In Store,3
Female,20,0,1,1,79734,0,0,Two Year,Stayed,74,6204,In Store,3
Male,55,0,0,0,769825,0,0,Month-to-Month,Joined,38,5650,In Store,3
Male,43,0,0,0,977316,0,0,Month-to-Month,Stayed,65,5739,In Store,3
Female,53,1,1,2,778518,1,5,Month-to-Month,Joined,57,5722,Referal,6
Male,24,0,0,0,960223,0,0,One Year,Stayed,29,5249,In Store,3
Male,48,1,1,2,290325,1,1,Month-to-Month,Joined,48,3408,Referal,6
Male,32,0,0,0,362013,0,0,Month-to-Month,Joined,77,5753,In Store,3
Male,27,0,0,0,857310,0,0,One Year,Stayed,35,4774,In Store,3
Male,47,1,1,2,68378,1,9,Two Year,Stayed,47,5436,Referal,6
Male,63,1,0,0,670125,1,4,Two Year,Stayed,41,5764,Referal,6
Female,28,0,0,0,950425,0,0,Two Year,Stayed,79,4218,In Store,3
Female,51,1,0,0,881926,1,6,Two Year,Stayed,57,4935,Referal,6
Male,44,0,0,0,617414,0,0,One Year,Stayed,42,5646,In Store,3
Female,39,1,1,2,613714,1,7,Month-to-Month,Stayed,59,3083,Referal,6
Male,24,1,0,0,906526,1,2,Two Year,Stayed,33,5091,Referal,6
Male,33,0,0,0,64025,1,3,Two Year,Stayed,71,4974,Referal,6
Female,44,1,1,2,36205,1,3,Two Year,Stayed,66,5699,Referal,6
Male,22,1,1,2,321322,1,3,Two Year,Stayed,49,2299,Referal,6
Female,23,0,0,0,68705,0,0,One Year,Joined,39,4196,In Store,3
Female,29,1,0,0,874721,1,7,Two Year,Stayed,71,5076,Referal,6
Female,35,1,0,0,462615,1,10,One Year,Stayed,80,5408,Referal,6
Male,21,0,0,0,91692,0,0,Month-to-Month,Stayed,40,3521,In Store,3
Female,38,1,1,3,819416,1,1,One Year,Stayed,68,4158,Referal,6
Female,27,1,0,0,68728,1,1,One Year,Stayed,55,5331,Referal,6
Female,60,0,0,0,771425,0,0,Month-to-Month,Stayed,50,2921,In Store,3
Female,57,1,1,1,838721,1,3,Month-to-Month,Stayed,59,3591,Referal,6
Female,21,1,0,0,11948,1,1,Month-to-Month,Stayed,75,4235,Referal,6
Female,30,1,1,2,176720,0,0,Month-to-Month,Stayed,41,4651,In Store,3
Male,51,0,0,0,843912,0,0,Month-to-Month,Stayed,53,4802,In Store,3
Female,44,0,0,0,880510,0,0,Month-to-Month,Joined,75,2342,In Store,3
Male,33,1,0,0,64188,1,1,Two Year,Stayed,62,5340,Referal,6
Female,52,1,1,2,20615,1,1,Two Year,Stayed,77,5596,Referal,6
Male,40,0,0,0,72913,0,0,Month-to-Month,Joined,80,3075,In Store,3
Male,38,0,0,0,71287,0,0,Month-to-Month,Stayed,66,2642,In Store,3
Female,62,1,0,0,23725,1,4,Month-to-Month,Stayed,21,4676,Referal,6
Male,31,1,1,1,769111,1,9,Month-to-Month,Stayed,30,5534,Referal,6
Male,48,1,0,0,67108,1,8,Month-to-Month,Stayed,64,5239,Referal,6
Male,40,0,0,0,36755,0,0,Month-to-Month,Stayed,60,5597,In Store,3
Male,33,0,0,0,8404,0,0,Month-to-Month,Stayed,37,4989,In Store,3
Female,30,0,0,0,17326,0,0,One Year,Stayed,50,5665,In Store,3
Male,19,0,1,2,986211,0,0,Month-to-Month,Stayed,68,3072,In Store,3
Female,63,0,1,1,4798,0,0,Two Year,Stayed,62,5980,In Store,3
Male,31,1,1,1,585411,1,10,Two Year,Stayed,33,4954,Referal,6
Male,58,1,0,0,3652,1,2,Month-to-Month,Stayed,75,3803,Referal,6
Female,45,0,1,1,570119,0,0,Month-to-Month,Joined,60,2559,In Store,3
Female,50,1,1,2,31291,1,4,Two Year,Stayed,44,5038,Referal,6
Female,23,1,0,0,49223,1,6,Two Year,Stayed,67,3596,Referal,6
Male,46,1,0,0,13572,1,10,One Year,Stayed,62,5154,Referal,6
Female,58,1,0,0,10992,1,8,One Year,Stayed,69,4897,Referal,6
Male,32,1,1,3,201816,1,10,Month-to-Month,Stayed,61,4171,Referal,6
Female,23,1,1,2,734011,1,7,Two Year,Stayed,38,6404,Referal,6
Female,48,0,0,0,457017,0,0,Month-to-Month,Stayed,70,5644,In Store,3
Male,26,0,0,0,739225,0,0,Month-to-Month,Stayed,34,4094,In Store,3
Male,41,1,1,1,22237,1,5,Two Year,Stayed,62,6481,Referal,6
Male,51,1,1,3,947018,1,2,One Year,Stayed,43,3973,Referal,6
Male,29,1,0,0,217615,1,2,Two Year,Stayed,69,4384,Referal,6
Male,28,0,0,0,934825,0,0,Month-to-Month,Stayed,39,5565,In Store,3
Female,61,0,0,0,810415,0,0,Month-to-Month,Stayed,43,5906,In Store,3
Female,23,1,0,0,452125,1,8,Month-to-Month,Stayed,59,3127,Referal,6
Female,42,0,0,0,409011,0,0,Month-to-Month,Joined,70,3641,In Store,3
Male,44,0,0,0,25928,0,0,One Year,Stayed,66,2823,In Store,3
Male,56,1,0,0,799526,1,1,One Year,Stayed,69,5904,Referal,6
Female,27,0,0,0,382418,0,0,Month-to-Month,Stayed,28,4222,In Store,3
Female,27,1,0,0,59891,1,1,Two Year,Stayed,38,4175,Referal,6
Male,54,1,1,2,49798,1,1,Two Year,Stayed,21,5137,Referal,6
Female,52,1,1,3,859015,1,1,One Year,Stayed,51,4686,Referal,6
Female,53,1,1,1,80159,1,1,Two Year,Stayed,65,4017,Referal,6
Female,44,0,0,0,233220,0,0,One Year,Stayed,33,3642,In Store,3
Female,30,1,1,2,800815,1,1,One Year,Stayed,26,3739,Referal,6
Male,60,1,0,0,277315,1,1,Two Year,Stayed,59,4469,Referal,6
Female,42,0,0,0,599912,0,0,Month-to-Month,Joined,61,4155,In Store,3
Male,56,0,0,0,520624,0,0,Month-to-Month,Stayed,73,6113,In Store,3
Male,44,1,1,1,480312,1,1,Month-to-Month,Stayed,64,4985,Referal,6
Male,49,0,0,0,21396,0,0,Month-to-Month,Stayed,35,3402,In Store,3
Male,45,0,0,0,109325,0,0,Two Year,Stayed,50,5433,In Store,3
Female,41,1,1,1,38829,1,1,Two Year,Stayed,36,5328,Referal,6
Male,38,1,0,0,874920,1,1,Two Year,Stayed,71,6251,Referal,6
Male,26,0,0,0,17556,0,0,One Year,Stayed,69,4041,In Store,3
Female,43,1,0,0,311510,1,1,One Year,Stayed,58,4709,Referal,6
Male,48,1,1,2,560011,1,6,Month-to-Month,Joined,46,5010,Referal,6
Male,53,0,0,0,633920,0,0,Two Year,Stayed,30,4069,In Store,3
Female,21,1,0,0,796425,1,6,Month-to-Month,Stayed,45,2235,Referal,6
Female,41,1,0,0,993826,1,4,One Year,Stayed,50,2703,Referal,6
Male,60,0,0,0,795024,0,0,Month-to-Month,Stayed,73,4310,In Store,3
Female,56,1,0,0,464713,1,9,Month-to-Month,Stayed,20,5009,Referal,6
Male,22,1,1,2,97021,1,10,One Year,Stayed,44,6115,Referal,6
Female,53,1,1,2,884916,1,7,One Year,Stayed,49,4103,Referal,6
Female,25,1,0,0,885118,1,10,Month-to-Month,Stayed,63,5620,Referal,6
Male,37,0,0,0,53969,0,0,Month-to-Month,Stayed,66,4194,In Store,3
Female,52,0,1,5,172922,0,0,One Year,Stayed,38,2876,In Store,3
Female,34,1,0,0,82851,0,0,Two Year,Stayed,79,4311,In Store,3
Male,45,0,0,0,70120,0,0,Month-to-Month,Stayed,40,4366,In Store,3
Female,53,0,0,0,571222,0,0,Month-to-Month,Stayed,74,5221,In Store,3
Female,42,0,0,0,662912,0,0,Month-to-Month,Joined,37,5968,In Store,3
Male,37,0,0,0,15594,0,0,Month-to-Month,Stayed,54,3784,In Store,3
Male,22,1,1,3,479713,0,0,Month-to-Month,Stayed,42,3149,In Store,3
Female,59,1,1,3,45373,1,10,One Year,Stayed,48,4272,Referal,6
Female,42,0,0,0,43241,0,0,Month-to-Month,Stayed,23,5104,In Store,3
Female,49,1,1,1,43553,1,4,One Year,Stayed,72,4170,Referal,6
Female,25,0,1,2,449512,0,0,Month-to-Month,Stayed,79,3425,In Store,3
Male,40,1,0,0,59151,1,1,Two Year,Stayed,49,4408,Referal,6
Female,19,0,0,0,986116,0,0,Two Year,Stayed,28,5430,In Store,3
Male,43,1,0,0,670421,1,3,Month-to-Month,Stayed,37,5074,Referal,6
Male,35,1,0,0,20198,1,4,Two Year,Stayed,29,4004,Referal,6
Male,46,0,0,0,87884,0,0,One Year,Stayed,27,6250,In Store,3
Female,21,0,0,0,740410,0,0,Month-to-Month,Joined,47,4099,In Store,3
Female,57,0,0,0,742126,0,0,Month-to-Month,Stayed,29,2038,In Store,3
Female,37,0,0,0,327414,0,0,Two Year,Stayed,68,6161,In Store,3
Female,40,1,1,3,26329,1,3,Two Year,Stayed,77,4967,Referal,6
Male,29,1,1,1,891514,1,4,Two Year,Stayed,55,4351,Referal,6
Female,42,1,0,0,59147,1,1,One Year,Stayed,66,5817,Referal,6
Female,44,1,0,0,74639,1,1,Two Year,Stayed,76,4747,Referal,6
Male,46,1,1,1,292018,1,10,Month-to-Month,Joined,62,5133,Referal,6
Male,29,1,1,3,254125,1,10,One Year,Stayed,55,3764,Referal,6
Male,45,0,0,0,538220,0,0,Month-to-Month,Stayed,71,5274,In Store,3
Female,46,1,1,2,34413,1,8,One Year,Stayed,61,2725,Referal,6
Male,43,1,0,0,95925,1,6,One Year,Stayed,74,2322,Referal,6
Male,46,1,0,0,47789,1,8,Two Year,Stayed,26,6216,Referal,6
Male,47,0,0,0,4323,0,0,Month-to-Month,Joined,69,3953,In Store,3
Male,59,1,1,3,700812,1,5,Two Year,Stayed,46,5617,Referal,6
Male,36,0,1,3,93653,0,0,Two Year,Stayed,60,4155,In Store,3
Female,43,1,1,2,58846,1,4,Two Year,Stayed,67,5611,Referal,6
Male,43,1,0,0,62426,1,5,Two Year,Stayed,69,4454,Referal,6
Male,22,0,0,0,61948,0,0,One Year,Stayed,56,4549,In Store,3
Female,22,0,1,1,763423,0,0,Month-to-Month,Stayed,22,4194,In Store,3
Male,47,0,0,0,69869,1,5,Month-to-Month,Churned,91,3364,Referal,6
Female,44,0,0,0,29872,0,0,Two Year,Stayed,45,4180,In Store,3
Female,54,0,1,3,976920,0,0,Two Year,Stayed,72,5265,In Store,3
Male,40,0,0,0,139523,0,0,Two Year,Stayed,43,4117,In Store,3
Female,27,1,0,0,60237,1,1,Two Year,Stayed,51,4162,Referal,6
Male,30,1,1,1,67521,1,7,Month-to-Month,Stayed,57,3449,Referal,6
Male,62,1,1,3,744611,1,2,Two Year,Stayed,38,4221,Referal,6
Male,55,1,1,2,98235,1,6,Two Year,Stayed,51,6067,Referal,6
Female,43,0,0,0,5821,0,0,Two Year,Stayed,59,5919,In Store,3
Male,46,1,0,0,580314,1,1,Two Year,Stayed,74,5242,Referal,6
Male,54,1,1,2,26074,1,10,Two Year,Stayed,29,5027,Referal,6
Male,54,1,0,0,107324,1,1,Two Year,Stayed,79,6228,Referal,6
Female,42,1,1,3,7438,1,2,One Year,Stayed,50,5628,Referal,6
Male,24,0,0,0,40068,0,0,Two Year,Stayed,74,5841,In Store,3
Female,29,0,0,0,372710,0,0,Month-to-Month,Joined,21,2152,Social Media,1
Female,24,1,1,3,81435,1,9,Two Year,Stayed,78,4896,Referal,6
Female,38,0,0,0,966720,0,0,Month-to-Month,Joined,71,4916,Social Media,1
Female,40,0,0,0,857011,0,0,One Year,Stayed,56,4462,Social Media,1
Female,39,0,0,0,77549,0,0,Month-to-Month,Joined,23,3980,Social Media,1
Female,35,0,0,0,94733,0,0,One Year,Stayed,67,4891,Social Media,1
Female,39,1,1,3,296923,1,1,One Year,Stayed,54,3334,Referal,6
Female,60,0,0,0,586315,0,0,Month-to-Month,Stayed,62,5949,Social Media,1
Male,55,0,0,0,168619,0,0,One Year,Stayed,39,3575,Social Media,1
Female,42,0,0,0,132922,0,0,Month-to-Month,Stayed,63,4404,Social Media,1
Male,43,1,1,1,2667,1,1,Two Year,Stayed,70,5879,Referal,6
Male,36,0,0,0,557414,0,0,Two Year,Stayed,33,4273,Social Media,1
Female,39,0,0,0,197,0,0,Two Year,Stayed,37,5795,Social Media,1
Female,22,0,1,1,425626,0,0,Month-to-Month,Stayed,52,2789,Social Media,1
Female,33,1,0,0,830916,1,1,Two Year,Stayed,55,6030,Referal,6
Male,43,1,1,2,519623,1,1,One Year,Stayed,21,6148,Referal,6
Male,45,1,1,3,460812,1,1,Month-to-Month,Stayed,63,5724,Referal,6
Male,49,1,1,1,148525,1,1,Month-to-Month,Stayed,56,4740,Referal,6
Female,29,1,1,1,40543,1,10,Month-to-Month,Stayed,40,2429,Referal,6
Female,40,1,1,2,60320,0,0,Two Year,Stayed,30,4746,Social Media,1
Female,60,0,0,0,25257,0,0,Two Year,Stayed,35,4192,Social Media,1
Male,55,0,0,0,816117,0,0,Month-to-Month,Stayed,22,5259,Social Media,1
Male,59,1,1,2,95817,0,0,One Year,Stayed,23,6300,Social Media,1
Male,33,0,0,0,58622,0,0,Two Year,Stayed,36,2694,Social Media,1
Male,39,0,0,0,54047,0,0,Month-to-Month,Stayed,28,2893,Social Media,1
Female,53,1,0,0,21267,1,7,Two Year,Stayed,32,4032,Referal,6
Female,64,0,0,0,44017,0,0,Month-to-Month,Stayed,42,5790,Social Media,1
Female,45,1,0,0,24345,1,7,Two Year,Stayed,26,5038,Referal,6
Female,25,1,1,3,676217,1,8,Two Year,Stayed,21,4678,Referal,6
Female,26,1,0,0,815222,1,7,Two Year,Stayed,75,5406,Referal,6
Male,51,0,0,0,467623,0,0,Two Year,Stayed,26,6143,Social Media,1
Female,42,1,1,3,798013,1,5,Two Year,Stayed,67,5192,Referal,6
Male,29,1,1,3,75723,1,1,Two Year,Stayed,72,4232,Referal,6
Female,19,0,0,0,16294,0,0,Month-to-Month,Stayed,25,2331,Social Media,1
Female,63,0,0,0,3741,0,0,Month-to-Month,Joined,30,4421,Social Media,1
Male,22,0,0,0,487222,0,0,One Year,Stayed,70,4656,Social Media,1
Female,38,1,0,0,91403,1,7,Two Year,Stayed,39,5601,Referal,6
Female,58,1,1,1,34238,1,2,One Year,Stayed,72,2993,Referal,6
Male,38,1,1,3,993820,1,9,Two Year,Stayed,20,4319,Referal,6
Female,34,0,0,0,653717,0,0,Month-to-Month,Stayed,39,3300,Social Media,1
Male,37,0,0,0,316020,0,0,Month-to-Month,Stayed,63,6245,Social Media,1
Male,58,1,0,0,132521,1,10,Two Year,Stayed,53,4120,Referal,6
Female,23,1,0,0,56061,1,4,Month-to-Month,Stayed,26,3403,Referal,6
Female,62,1,1,2,61999,1,5,One Year,Stayed,59,5453,Referal,6
Female,23,0,0,0,56403,0,0,One Year,Stayed,25,5455,Social Media,1
Female,21,1,0,0,22355,1,9,Two Year,Stayed,79,4288,Referal,6
Female,27,0,0,0,38472,0,0,Month-to-Month,Stayed,29,4905,Social Media,1
Female,39,0,1,3,145318,0,0,Month-to-Month,Joined,54,5969,Social Media,1
Female,44,0,0,0,826315,0,0,Month-to-Month,Stayed,29,3265,Social Media,1
Female,42,0,0,0,67011,0,0,Month-to-Month,Joined,69,5854,Social Media,1
Female,24,0,0,0,247625,0,0,Month-to-Month,Stayed,46,5324,Social Media,1
Male,34,0,0,0,86872,0,0,Month-to-Month,Joined,34,4148,Social Media,1
Male,61,0,0,0,6415,0,0,Month-to-Month,Joined,56,5755,Social Media,1
Female,48,0,0,0,82924,0,0,Month-to-Month,Stayed,68,2098,Social Media,1
Male,31,0,1,1,997410,0,0,Month-to-Month,Stayed,52,4590,Social Media,1
Female,22,0,0,0,662410,0,0,Month-to-Month,Stayed,42,4391,Social Media,1
Male,55,1,0,0,60810,1,5,Two Year,Stayed,61,5914,Referal,6
Male,60,0,0,0,97806,0,0,Month-to-Month,Stayed,72,3613,Social Media,1
Male,42,1,1,1,191918,1,7,Month-to-Month,Stayed,67,4699,Referal,6
Male,22,1,1,1,521414,1,1,Two Year,Stayed,30,6188,Referal,6
Male,24,1,0,0,334516,1,6,Month-to-Month,Stayed,25,5922,Referal,6
Female,35,1,1,2,50552,1,3,Two Year,Stayed,43,4780,Referal,6
Female,22,1,0,0,219016,1,5,Two Year,Stayed,43,5274,Referal,6
Male,25,1,1,1,26507,1,6,One Year,Stayed,66,3470,Referal,6
Male,41,1,0,0,52086,1,7,Two Year,Stayed,27,5514,Referal,6
Female,22,0,0,0,718412,0,0,One Year,Stayed,52,5146,Social Media,1
Female,54,0,0,0,66273,0,0,Month-to-Month,Stayed,51,5247,Social Media,1
Male,37,0,0,0,398210,0,0,One Year,Stayed,33,3526,Social Media,1
Female,60,1,1,1,15744,1,10,Two Year,Stayed,69,4057,Referal,6
Male,52,1,0,0,724724,1,1,One Year,Stayed,73,5313,Referal,6
Female,50,1,1,3,24666,1,7,One Year,Stayed,30,4910,Referal,6
Male,46,1,0,0,621123,0,0,Month-to-Month,Stayed,46,6055,Referal,6
Female,50,0,0,0,482620,0,0,Month-to-Month,Stayed,52,3258,Social Media,1
Male,53,0,0,0,601614,0,0,One Year,Stayed,60,4052,Social Media,1
Male,54,1,1,3,91385,1,3,One Year,Stayed,40,4237,Referal,6
Male,20,0,1,2,463224,0,0,One Year,Stayed,24,6281,Social Media,1
Male,48,1,0,0,27167,1,10,Month-to-Month,Stayed,42,2358,Referal,6
Male,48,1,1,3,372421,1,5,Month-to-Month,Stayed,25,3072,Referal,6
Male,48,0,1,3,862624,0,0,Two Year,Stayed,79,4262,Social Media,1
Male,63,1,1,1,319212,1,10,Month-to-Month,Stayed,67,3476,Referal,6
Female,33,0,0,0,443925,0,0,Month-to-Month,Stayed,24,4571,Social Media,1
Male,62,0,0,0,220821,0,0,Month-to-Month,Stayed,58,5601,Social Media,1
Female,54,1,0,0,300520,1,4,Month-to-Month,Stayed,46,4768,Referal,6
Female,23,1,1,2,867013,1,7,Two Year,Stayed,77,3570,Referal,6
Male,26,1,0,0,30792,0,0,One Year,Stayed,70,5394,Social Media,1
Female,43,1,1,1,777721,1,3,Month-to-Month,Stayed,21,2360,Referal,6
Female,28,0,0,0,296922,0,0,One Year,Stayed,48,4363,Social Media,1
Male,60,0,0,0,718115,0,0,Month-to-Month,Stayed,77,4520,Social Media,1
Female,36,0,0,0,847421,0,0,Month-to-Month,Stayed,30,4115,Social Media,1
Female,46,0,0,0,914224,0,0,Month-to-Month,Stayed,49,5227,Social Media,1
Male,45,1,0,0,26498,1,2,Two Year,Stayed,46,6177,Referal,6
Male,44,0,0,0,52143,0,0,One Year,Stayed,71,3159,Social Media,1
Male,31,0,0,0,24652,0,0,Month-to-Month,Joined,33,4441,Social Media,1
Male,44,0,0,0,168522,0,0,Month-to-Month,Stayed,39,5253,Social Media,1
Male,64,1,1,2,88745,1,8,Two Year,Stayed,65,5453,Referal,6
Male,24,0,0,0,504913,0,0,One Year,Stayed,79,4705,Social Media,1
Female,44,1,1,2,76913,1,5,Two Year,Stayed,52,6187,Referal,6
Male,50,1,0,0,925322,1,6,One Year,Stayed,52,5224,Referal,6
Male,31,1,1,1,70306,1,5,Two Year,Stayed,27,6444,Referal,6
Male,37,0,0,0,974125,0,0,Month-to-Month,Stayed,47,2684,Social Media,1
Female,40,1,0,0,512026,1,5,One Year,Stayed,75,6144,Referal,6
Male,22,1,0,0,11942,1,1,Two Year,Stayed,59,6427,Referal,6
Male,29,1,0,0,90617,1,4,Two Year,Stayed,26,5398,Referal,6
Female,42,0,0,0,190515,0,0,Month-to-Month,Joined,33,3107,Social Media,1
Female,33,0,0,0,78587,0,0,Month-to-Month,Stayed,71,2061,Social Media,1
Male,42,1,1,3,62482,1,7,One Year,Stayed,77,5897,Referal,6
Male,39,1,1,3,468520,1,1,One Year,Stayed,74,4808,Referal,6
Male,60,0,1,2,34702,0,0,Month-to-Month,Stayed,39,5731,Social Media,1
Male,47,1,1,2,120922,1,10,Two Year,Stayed,59,4556,Referal,6
Female,30,1,0,0,45534,1,10,Month-to-Month,Stayed,77,5049,Referal,6
Male,44,0,1,1,69179,0,0,Month-to-Month,Joined,27,4369,Social Media,1
Female,27,0,0,0,862018,0,0,Month-to-Month,Joined,68,3061,Social Media,1
Male,44,0,1,1,757211,0,0,Two Year,Stayed,33,5900,Social Media,1
Female,26,1,1,2,264213,1,8,Two Year,Stayed,57,5272,Referal,6
Female,59,1,1,3,710326,1,10,One Year,Stayed,78,4268,Referal,6
Female,49,1,0,0,202723,1,10,Month-to-Month,Stayed,20,4582,Referal,6
Male,63,0,0,0,713714,0,0,One Year,Stayed,63,4402,Social Media,1
Male,24,0,0,0,242826,0,0,Month-to-Month,Stayed,62,3926,Social Media,1
Female,42,1,0,0,296122,1,2,Two Year,Stayed,23,5072,Referal,6
Female,24,1,1,2,696311,1,4,Two Year,Stayed,32,4722,Referal,6
Female,32,0,1,2,593418,0,0,Month-to-Month,Stayed,79,4240,Social Media,1
Female,42,1,1,2,12072,1,1,Two Year,Stayed,34,4922,Referal,6
Female,45,0,0,0,83162,0,0,Two Year,Stayed,74,6251,Social Media,1
Female,58,1,1,1,116616,1,6,Two Year,Stayed,68,4424,Referal,6
Male,23,1,0,0,314610,1,3,One Year,Stayed,57,3778,Referal,6
Female,56,0,1,3,429125,0,0,One Year,Stayed,62,3810,Social Media,1
Female,63,1,1,3,64276,1,8,Two Year,Stayed,30,2939,Referal,6
Female,25,1,1,2,179,1,2,Two Year,Stayed,52,6252,Referal,6
Male,29,0,0,0,87068,0,0,Month-to-Month,Stayed,63,5808,Social Media,1
Male,23,1,0,0,995517,1,7,One Year,Stayed,63,5683,Referal,6
Male,58,1,1,3,438526,1,4,Month-to-Month,Stayed,21,4412,Referal,6
Male,21,1,0,0,903126,1,10,Two Year,Stayed,57,4773,Referal,6
Male,55,0,0,0,29909,0,0,Two Year,Stayed,68,4200,Social Media,1
Male,26,0,0,0,902725,0,0,Month-to-Month,Stayed,54,4868,Social Media,1
Female,64,0,0,0,517612,0,0,Two Year,Stayed,53,5404,Marketing Campaigns,2
Male,43,1,1,3,464415,1,5,One Year,Stayed,64,5067,Referal,6
Male,50,0,0,0,79269,0,0,Month-to-Month,Joined,47,5626,Social Media,1
Male,57,0,0,0,648025,0,0,One Year,Stayed,74,3091,Social Media,1
Male,35,0,0,0,40298,0,0,Month-to-Month,Joined,67,4275,Social Media,1
Female,46,1,0,0,76024,1,2,Two Year,Stayed,20,4890,Referal,6
Male,29,1,0,0,53452,1,9,Month-to-Month,Stayed,24,4964,Referal,6
Male,48,1,1,3,54573,1,5,Two Year,Stayed,41,4618,Referal,6
Male,51,0,0,0,799823,0,0,Two Year,Stayed,47,5447,Social Media,1
Female,52,1,0,0,466414,1,7,Two Year,Stayed,68,5980,Referal,6
Female,62,0,0,0,3072,0,0,One Year,Stayed,60,4336,Social Media,1
Female,58,0,0,0,25428,0,0,Month-to-Month,Joined,48,2732,Social Media,1
Male,45,1,1,2,501612,1,1,One Year,Stayed,53,4194,Referal,6
Male,61,1,1,1,648112,1,1,One Year,Stayed,38,5092,Referal,6
Female,59,0,0,0,61241,0,0,Month-to-Month,Joined,32,4099,Social Media,1
Female,63,0,1,1,936213,0,0,Month-to-Month,Stayed,79,5056,Social Media,1
Male,62,1,1,3,99757,0,0,Two Year,Stayed,56,2610,Social Media,1
Male,47,1,1,1,962518,0,0,Two Year,Stayed,63,4235,Social Media,1
Male,51,1,1,3,515312,1,1,Two Year,Stayed,37,4108,Referal,6
Male,38,1,1,2,516121,1,1,Two Year,Stayed,58,6315,Referal,6
Female,63,1,0,0,102010,1,1,Month-to-Month,Stayed,63,6161,Referal,6
Female,32,1,1,2,791926,1,1,One Year,Stayed,78,5289,Referal,6
Male,26,0,0,0,56510,0,0,One Year,Stayed,43,4908,Social Media,1
Female,34,1,1,3,68671,1,1,Two Year,Stayed,47,3303,Referal,6
Female,54,0,0,0,593924,0,0,Month-to-Month,Stayed,27,3367,Social Media,1
Male,53,1,1,3,90546,1,1,Month-to-Month,Stayed,48,5585,Referal,6
Female,44,1,0,0,820722,1,1,Two Year,Stayed,76,6170,Referal,6
Female,20,1,0,0,97325,1,1,Month-to-Month,Stayed,59,4725,Referal,6
Male,54,1,1,2,526914,1,1,One Year,Stayed,58,2531,Referal,6
Male,57,0,0,0,619513,0,0,One Year,Stayed,58,4223,Social Media,1
Female,23,1,0,0,212110,1,1,Two Year,Stayed,38,5076,Referal,6
Female,53,1,0,0,122721,1,4,Two Year,Stayed,33,4311,Referal,6
Male,50,1,1,3,51988,1,5,One Year,Stayed,44,2775,Referal,6
Female,20,1,0,0,21676,1,8,Two Year,Stayed,59,5527,Referal,6
Female,64,1,1,1,28197,1,9,One Year,Stayed,41,2987,Referal,6
Male,47,0,0,0,357221,0,0,Month-to-Month,Stayed,39,5756,In Store,3
Female,23,0,0,0,269216,0,0,Month-to-Month,Joined,67,2569,Social Media,1
